5.034899999999999931e-01,4.220444999999999425e+01,1.295708396978270671e-01
4.951999999999999735e-01,4.215019999999999811e+01,1.214146716834501871e-01
6.782000000000000250e-01,4.330769999999999698e+01,2.077771883532934794e-01
8.671999999999999709e-01,4.361684999999999945e+01,1.764194504582757284e-01
7.992000000000000215e-01,4.363049999999999784e+01,1.769121886699726587e-01
3.712900000000000089e-01,4.155785000000000196e+01,1.280634608309489664e-01
3.556799999999999962e-01,4.132914999999999850e+01,1.299600034626038347e-01
2.839099999999999957e-01,4.067914999999999992e+01,1.070880011952786426e-01
4.669100000000000472e-01,4.248635000000000161e+01,1.615106498036584792e-01
9.479100000000000303e-01,4.368155000000000143e+01,1.669180637318801730e-01
6.939100000000000268e-01,4.306645000000000323e+01,2.462839875022328762e-01
8.979099999999999859e-01,4.367275000000000063e+01,1.691319085802557853e-01
7.899100000000000010e-01,4.348879999999999768e+01,1.196713102627358916e-01
5.909100000000000463e-01,4.260540000000000305e+01,1.692795321354592930e-01
2.101999999999999980e-01,3.991495000000000459e+01,1.094420508762513899e-01
8.591999999999999638e-01,4.339369999999999550e+01,1.508139250865118131e-01
5.592000000000000304e-01,4.243479999999999563e+01,1.368292731837745524e-01
9.971999999999999753e-01,4.396965000000000146e+01,1.439605501517690067e-01
5.834000000000000297e-01,4.261384999999999934e+01,1.293276459230585373e-01
7.972000000000000197e-01,4.312444999999999595e+01,1.616089106454220437e-01
9.142000000000000126e-01,4.364894999999999925e+01,1.405881307223337262e-01
9.492099999999999982e-01,4.393675000000000352e+01,1.540003327918482157e-01
7.341999999999999638e-01,4.311809999999999832e+01,1.586129329531485721e-01
7.661999999999999922e-01,4.337805000000000177e+01,1.577783571976841270e-01
9.841999999999999638e-01,4.409799999999999898e+01,1.559134375222354096e-01
7.012000000000000455e-01,4.301919999999999789e+01,1.763701788852072572e-01
8.371600000000000152e-01,4.342449999999999477e+01,1.831733878051066688e-01
3.701599999999999890e-01,4.141009999999999991e+01,1.247606107711885098e-01
3.581599999999999784e-01,4.122964999999999947e+01,1.223354404904809234e-01
5.221600000000000685e-01,4.242914999999999992e+01,1.447919973617326772e-01
7.011600000000000055e-01,4.298149999999999693e+01,2.642584010017468010e-01
7.452600000000000335e-01,4.307559999999999434e+01,1.673607555551778758e-01
5.911600000000000188e-01,4.251290000000000191e+01,1.297654133426931478e-01
6.203899999999999970e-01,4.278139999999999787e+01,1.170111533145452021e-01
1.002399999999999958e+00,4.434980000000000189e+01,1.936874350596857752e-01
6.104000000000000536e-01,4.274615000000000009e+01,1.362439356448572336e-01
3.581900000000000084e-01,4.123940000000000339e+01,1.181230819950106065e-01
